#{"t_start": 1734959629.2051036, "env_id": "GraspEnv_v3"}
r,l,t
-9.592551,14,53.308533
-2.462925,5,53.319522
0.343677,2,53.324522
-1.579778,6,53.336522
-10.40085,14,53.363524
0.868798,1,53.367587
-5.418972,9,53.386819
-8.451346,14,53.417797
-9.986725,14,53.444803
-9.181497,14,53.521252
-3.315056,6,53.535261
-7.26831,14,53.562267
0.889475,1,53.56531
-10.285836,14,53.592905
-5.42973,9,53.610912
-11.70463,14,53.639912
-5.539888,8,53.655912
-10.201887,14,53.686067
-5.533662,10,53.707054
-8.98916,14,53.786447
-13.69591,14,53.814427
-8.33278,14,53.841423
-1.81898,4,53.850423
-1.356634,4,53.85943
-3.603691,8,53.876496
-0.341684,3,53.883644
-6.265776,12,53.907612
-7.220439,14,53.937606
-0.499667,3,53.944603
-8.643755,14,54.021951
-3.113224,6,54.03597
-2.719309,8,54.05195
-0.171219,3,54.058988
-10.26182,14,54.086253
-1.068091,4,54.095275
-4.508912,10,54.119256
0.955533,1,54.122262
0.998477,1,54.126262
-0.022542,2,54.13227
0.966916,1,54.178357
-2.21892,5,54.191569
-0.017745,2,54.19757
-9.208196,14,54.226594
-3.624958,9,54.244576
-10.835693,14,54.271659
0.836821,1,54.274632
-10.737282,14,54.302835
-2.812643,7,54.317841
-0.699359,3,54.324841
-4.488052,8,54.387026
-3.175233,9,54.407026
-5.176247,11,54.43005
-8.504034,14,54.458038
-9.483481,14,54.484705
-1.842552,5,54.496725
-0.937462,4,54.505728
-2.315637,7,54.519709
-8.845521,14,54.5467
-1.446556,5,54.557702
-6.216669,11,54.626399
-11.312569,14,54.655392
-9.616979,14,54.684716
-4.610557,9,54.702729
-1.516736,5,54.71372
-4.341929,10,54.73472
-2.946232,6,54.747716
-1.385268,5,54.757711
-2.905677,6,54.769764
-1.100199,5,54.780786
-8.173983,11,54.848087
-12.044678,14,54.876099
-5.163163,11,54.897725
-0.57712,4,54.907725
-12.569773,14,54.936718
-10.971766,14,54.963722
0.89027,1,54.967713
-12.127069,14,54.994402
0.905534,1,54.998358
-12.453616,14,55.026415
-6.819709,13,55.09613
-0.008744,2,55.101165
-2.805018,6,55.115119
-10.371234,14,55.143118
-6.132058,12,55.168158
-0.645007,3,55.175239
-10.078303,14,55.206423
0.87572,1,55.21043
-6.353095,9,55.228423
-9.511864,14,55.25543
0.491857,2,55.301864
-9.009415,14,55.332828
-0.895458,4,55.340856
-2.376561,5,55.351828
-9.003927,14,55.380875
-8.32913,14,55.410458
-5.2951,8,55.427462
0.829545,1,55.431455
-8.908,12,55.454455
-11.152532,14,55.483512
-0.964497,5,55.539663
-7.911427,14,55.566661
-13.239263,14,55.593845
0.841138,1,55.597845
-13.313987,14,55.625842
-8.5193,14,55.654867
-12.988597,14,55.682917
-5.527784,14,55.71101
-8.965009,14,55.738012
-13.425838,14,55.766042
-8.885134,14,55.844193
0.456641,2,55.850204
-10.523097,14,55.878284
-4.917082,9,55.896428
-7.227439,11,55.919442
-11.538478,14,55.946456
-3.250425,7,55.961471
-13.238496,14,55.98964
-9.633672,14,56.017637
-0.072262,3,56.024643
-0.854238,4,56.072714
-12.61571,14,56.102844
-10.315118,14,56.130814
-5.915333,10,56.149798
-6.119554,13,56.176901
-10.794547,14,56.206968
0.810316,1,56.209974
-7.491421,14,56.238975
-0.775136,4,56.248012
-0.549492,4,56.256978
-9.17439,14,56.337713
-7.189857,14,56.3657
-5.829862,10,56.388432
-4.025721,9,56.40843
0.466739,2,56.413458
-12.005805,14,56.441426
-6.381699,14,56.469444
-0.623833,3,56.477523
-0.052414,3,56.485518
-0.742816,4,56.493903
-11.969516,14,56.575977
-5.168473,10,56.596617
-7.255485,14,56.62361
-4.980324,9,56.64162
-2.90491,10,56.662616
-11.432342,14,56.691821
0.175419,2,56.696817
-9.418837,14,56.723821
0.881846,1,56.727821
-12.615976,14,56.75583
-6.262619,12,56.821562
-0.618996,5,56.833554
-4.588513,13,56.859586
-9.798747,14,56.886194
0.933582,1,56.890244
-2.196489,6,56.902242
-5.595526,9,56.92424
-8.748201,14,56.952247
-10.917788,14,56.979349
-1.231581,4,56.988549
-3.611153,10,57.054629
0.938385,1,57.058622
-3.818215,7,57.074325
-0.115367,3,57.081314
-8.957612,14,57.108554
-8.864174,14,57.136533
0.882736,1,57.139533
-7.626584,14,57.170536
-2.328234,6,57.1836
-10.526287,14,57.210845
0.86703,1,57.262825
-2.785417,6,57.279878
-3.320395,6,57.294116
-0.742202,3,57.302089
-9.346688,14,57.331111
0.107315,2,57.33809
-10.799108,14,57.366096
-11.013214,14,57.392807
-2.314751,6,57.405778
0.834233,1,57.40981
-2.0035,6,57.467807
-9.194529,14,57.498475
-4.877728,10,57.517481
-11.08807,14,57.545488
-11.770508,14,57.573572
-9.021693,14,57.601681
-4.15054,7,57.615686
-1.199538,4,57.625681
-10.697888,14,57.652674
-8.994122,14,57.680733
-5.36633,11,57.754548
-12.929196,14,57.782624
-9.16336,14,57.810813
-12.995561,14,57.838811
-12.707768,14,57.868813
-5.346612,13,57.894192
0.97124,1,57.897199
-10.367641,14,57.927226
-10.465637,14,57.955196
-10.284548,14,57.982265
-0.474576,3,58.032393
-8.69377,14,58.062389
0.906869,1,58.066431
-5.834754,14,58.095603
-1.26388,4,58.104578
0.89318,1,58.107582
-6.902757,14,58.134576
-11.360331,14,58.164593
-7.891563,14,58.192861
-8.588087,14,58.220868
-3.294,7,58.280957
-3.417515,6,58.29809
0.835934,1,58.304084
0.596066,2,58.311085
-12.505423,14,58.342109
-11.304588,14,58.373188
-2.106234,6,58.386343
-9.858136,14,58.416334
-0.066439,2,58.422361
-9.923661,14,58.451343
-9.093507,14,58.530057
-2.820946,6,58.54605
-3.890073,7,58.560051
-5.814772,8,58.577116
-0.693579,3,58.584114
-8.919874,14,58.612276
-0.046026,2,58.616271
-11.068093,14,58.648276
-11.981126,14,58.675331
-0.914625,4,58.685334
-11.652204,14,58.75396
-5.416529,10,58.775011
-1.525127,6,58.787019
-12.102411,14,58.815614
-8.403479,14,58.84361
-2.071071,7,58.858631
-4.676871,12,58.881658
-1.719831,5,58.89277
-1.24201,4,58.902769
-9.929616,14,58.930746
-12.543855,14,59.009438
-9.124043,14,59.037429
-9.549169,14,59.065431
-9.73743,14,59.092093
-10.545988,14,59.121083
-10.869316,14,59.149128
-6.988099,14,59.177142
-1.988047,4,59.186136
-0.003249,2,59.192457
0.862382,1,59.196463
-0.696729,3,59.244467
-7.205228,14,59.274461
-3.681735,7,59.294143
0.207351,2,59.29914
-0.91317,4,59.308143
0.40694,2,59.313156
-3.562009,9,59.332172
-10.296834,14,59.360147
-8.762127,12,59.385229
-0.773473,4,59.395481
0.298235,3,59.451452
-0.237892,3,59.462459
-1.556602,4,59.472492
-12.781804,14,59.499634
0.855682,1,59.503641
0.811964,1,59.506648
-1.815824,6,59.522648
-10.113573,14,59.549641
-8.494637,14,59.576748
-0.729803,5,59.58772
-5.492851,11,59.664975
-12.471859,14,59.694273
-5.090997,11,59.716279
-8.490744,14,59.743271
-1.609183,5,59.754234
-9.574242,14,59.781334
-12.816569,14,59.809496
-0.116687,3,59.816483
-1.322211,5,59.827478
-11.711344,14,59.854478
-10.481495,14,59.9307
-8.086908,14,59.959707
-10.615816,14,59.98682
-11.558287,14,60.014136
-9.41835,14,60.044098
-9.388467,14,60.072087
-11.540821,14,60.100749
-1.275639,4,60.109752
-0.818078,3,60.116754
-11.488671,14,60.14475
-1.515735,6,60.207476
-10.456759,14,60.235494
-12.676794,14,60.263448
-5.89299,10,60.282563
-9.267244,14,60.310172
0.207611,2,60.318177
-3.889691,11,60.339196
-13.295448,14,60.367182
-12.118894,14,60.395338
0.313762,2,60.400338
0.818568,1,60.44434
0.876849,1,60.448337
-5.804562,12,60.476352
-9.257742,14,60.504554
-11.438052,14,60.531512
-8.904648,14,60.558503
0.811827,1,60.562501
-9.924,14,60.58956
-8.070347,14,60.618659
-8.172827,14,60.647647
-11.267318,14,60.722345
-2.100981,5,60.73434
-10.397853,14,60.762343
-10.00358,14,60.790401
-4.785657,9,60.809044
-2.1589,5,60.82003
-9.23336,14,60.848067
-5.051375,11,60.871035
-8.400981,14,60.898287
-9.02131,14,60.92628
-9.50654,14,61.00501
-9.830939,14,61.033978
0.832643,1,61.037993
-3.897584,8,61.052996
-8.172097,14,61.08004
0.862866,1,61.083068
-4.001456,7,61.097662
-12.692313,14,61.126653
-8.05026,14,61.152659
-10.130163,14,61.180746
-10.339142,14,61.25738
-7.991045,14,61.286478
-9.000399,14,61.313175
-0.269959,4,61.322178
-12.305898,14,61.349145
0.99143,1,61.352143
-2.16686,5,61.363177
-11.918017,14,61.389189
-5.178182,8,61.406353
-0.089003,3,61.417408
-4.212255,9,61.489512
-10.980909,14,61.517074
-8.737405,14,61.545074
-4.884259,11,61.569081
0.377938,2,61.574067
-3.849725,7,61.589131
-6.730787,13,61.614687
0.005286,2,61.619675
0.918271,1,61.62368
-8.176553,14,61.649721
-9.213052,14,61.728405
-13.915387,14,61.757437
-10.070942,14,61.785482
-6.431078,14,61.813097
0.858327,1,61.816097
-8.692031,14,61.846097
-12.509307,14,61.873128
-7.802832,14,61.901265
-3.818405,8,61.920264
-6.831947,13,61.946271
-13.074711,14,62.021961
-0.947728,4,62.030968
-6.902964,14,62.057957
-10.05686,14,62.086006
-7.850632,14,62.113575
-5.468566,11,62.134565
-8.825915,14,62.161617
0.9401,1,62.165581
-12.923826,14,62.194674
-12.518082,14,62.221321
-5.458651,12,62.292382
-11.369722,14,62.320019
0.850915,1,62.323054
0.165956,2,62.329014
0.541226,2,62.333027
-11.684198,14,62.362014
-10.246902,14,62.391088
-5.541161,11,62.414377
0.853687,1,62.417388
-1.779592,6,62.4304
0.826376,1,62.480422
-1.829469,5,62.493468
-2.849458,8,62.511755
-9.826739,14,62.539752
0.86147,1,62.542746
-3.522031,6,62.555747
-0.893597,4,62.565747
-10.513681,14,62.593795
-4.51158,7,62.610409
-13.184137,14,62.637412
-1.388387,4,62.692481
-0.90702,4,62.703094
-1.673223,6,62.716094
-11.038028,14,62.746122
-1.171406,4,62.755122
0.596897,2,62.760094
-3.281476,7,62.775083
-1.916915,4,62.785142
-1.56973,4,62.794155
-2.815008,8,62.810385
-6.255834,9,62.879365
0.431403,2,62.884445
-12.37587,14,62.915122
-0.44998,4,62.925086
-0.526266,4,62.934119
-10.831121,14,62.962086
0.025603,2,62.967086
-10.580219,14,62.994162
-10.484508,14,63.022775
-13.23666,14,63.050782
0.820818,1,63.096886
-9.447344,14,63.128487
0.031245,4,63.138464
0.973373,1,63.142509
-11.646849,14,63.170492
-11.825301,14,63.199123
-5.256946,9,63.21712
-11.537598,14,63.244124
0.846118,1,63.248131
0.94723,1,63.252164
-13.636716,14,63.3258
-3.414532,12,63.3498
-0.750556,4,63.358798
0.672255,2,63.363842
-0.822795,3,63.37482
-3.839176,11,63.396878
-11.161091,14,63.4265
-3.17095,8,63.443501
0.906208,1,63.446491
-11.855703,14,63.474494
-1.225624,4,63.529701
-11.195839,14,63.559716
-8.505196,14,63.586766
-11.730034,14,63.615884
-4.314849,7,63.630854
-11.459869,14,63.66086
-10.259294,14,63.689915
-12.893564,14,63.719048
-5.699465,14,63.747087
-3.616731,9,63.766046
-10.837141,14,63.843828
0.934636,1,63.846819
-3.003914,8,63.862792
0.936191,1,63.86679
-1.77034,5,63.87679
-10.992417,14,63.906462
-12.567073,14,63.937455
-13.745516,14,63.964476
-13.846936,14,63.992504
-1.641024,5,64.002646
-0.891426,3,64.061649
-4.413815,10,64.086712
0.679555,2,64.091712
-2.880115,6,64.104865
-10.290426,14,64.132875
-11.866307,14,64.161872
-1.497271,4,64.170861
-11.848889,14,64.198935
-13.288213,14,64.229604
-5.12449,9,64.24659
-5.355862,13,64.320267
-10.078643,14,64.349272
0.864572,1,64.354271
-10.648134,14,64.381265
-6.546123,14,64.411627
0.844434,1,64.417653
-13.043813,14,64.445631
-5.254954,10,64.465665
-2.601923,8,64.482648
-10.293687,14,64.509823
-6.950562,14,64.586894
-7.980636,14,64.616555
-12.075923,14,64.64454
-1.388432,4,64.653543
0.396176,2,64.659529
-9.279055,14,64.688573
-6.270978,11,64.711229
-0.117046,2,64.716215
-4.878599,8,64.736226
0.191324,2,64.741215
-7.957899,14,64.816892
-8.802171,14,64.844899
-13.118163,14,64.873892
-0.817713,5,64.883891
-10.351603,14,64.91761
-11.364511,14,64.946604
-4.781787,7,64.961604
-9.980856,14,64.98871
-2.098998,5,64.999694
-12.218719,14,65.028875
-9.104171,14,65.105133
-3.017484,8,65.123147
-10.819661,14,65.151128
-2.718179,9,65.17012
-8.623569,11,65.193193
0.997473,1,65.196208
0.988827,1,65.200198
-4.441753,11,65.222383
-0.094257,2,65.228377
0.634783,2,65.233381
-7.635298,14,65.3096
-11.296923,14,65.337618
-7.591303,14,65.364594
-12.524584,14,65.391695
-3.497769,8,65.409848
-9.304419,14,65.437855
-1.686359,5,65.448859
-2.087801,5,65.460849
-11.145664,14,65.487885
-0.091659,2,65.492971
-8.929139,14,65.56147
-8.515213,14,65.58959
-12.294947,14,65.617222
-7.823586,14,65.645225
-10.486133,14,65.673214
-8.071632,14,65.703284
-6.706,10,65.723395
-10.52711,14,65.75338
-8.411004,12,65.778384
0.032769,2,65.78438
0.318306,2,65.835088
-4.897672,9,65.856098
-0.72839,3,65.864097
0.970416,1,65.867125
-13.290895,14,65.895174
-6.569359,10,65.917834
-13.560565,14,65.94683
-11.055999,14,65.974826
-7.600381,14,66.002906
-1.679225,5,66.01456
-0.063579,3,66.060593
-9.254745,14,66.093639
-1.43187,4,66.104214
-5.012253,9,66.121258
-10.329897,14,66.150267
-10.075221,14,66.17926
0.943411,1,66.183271
-0.062272,3,66.191306
0.873971,1,66.194324
-7.759285,14,66.222543
-2.124334,5,66.286543
-7.751912,14,66.315836
-0.878825,3,66.323796
-2.634717,6,66.336792
0.810823,1,66.339801
-10.719445,14,66.368788
-6.777211,14,66.397877
0.140916,2,66.403835
-1.688117,4,66.413456
-13.185956,14,66.440467
-0.283362,3,66.497534
-4.81698,11,66.523145
0.078414,2,66.52816
-12.575354,14,66.557161
-8.872469,14,66.585138
-1.115149,5,66.596188
-12.373606,14,66.623484
0.895023,1,66.626485
-0.705592,4,66.635508
-13.944623,14,66.663487
-0.077513,2,66.709852
-7.908921,11,66.732877
-8.572583,14,66.759845
-1.564367,4,66.768843
-7.204921,12,66.791882
-0.013151,2,66.797888
-6.455632,14,66.827059
-11.143926,14,66.857017
0.200107,2,66.86302
-2.473743,5,66.87402
-10.354629,14,66.956702
-11.809385,14,66.985709
0.04973,2,66.990714
-5.49764,12,67.016396
-2.492032,6,67.028375
-11.498913,14,67.055393
-2.361351,7,67.071367
-2.564548,7,67.086387
-11.326831,14,67.117782
-11.937906,14,67.148794
-2.251688,5,67.202895
-1.455874,4,67.213476
-5.726917,13,67.241498
-2.102075,6,67.255486
-6.838612,13,67.283483
-1.141906,5,67.298627
-9.253725,12,67.324806
-3.280031,7,67.340776
-4.078021,9,67.360776
-6.216793,11,67.387776
-3.143597,6,67.450502
-12.829196,14,67.484502
0.898237,1,67.488508
-8.168157,14,67.531202
-5.524887,12,67.562205
-8.926257,14,67.598308
-2.46647,6,67.614438
-3.299315,7,67.632396
0.145722,2,67.640407
-0.582706,3,67.648396
0.941959,1,67.709591
0.386734,2,67.715606
-9.86417,14,67.749597
-11.555751,14,67.785571
-8.203985,14,67.822262
-10.83092,14,67.865297
-12.251689,14,67.900337
-11.546617,14,67.93295
0.194636,3,67.941928
-10.893102,14,67.974926
-13.50652,14,68.054743
-0.815709,3,68.063712
-0.258286,3,68.072705
-0.342252,3,68.081718
-6.333623,14,68.115436
0.131349,2,68.121451
-2.087332,6,68.136437
0.869208,1,68.140429
-11.68964,14,68.17444
-10.156091,14,68.207481
0.834762,1,68.251642
-11.9295,14,68.28562
-9.93028,14,68.317806
-3.688568,6,68.330791
-9.637894,14,68.35879
-10.935186,14,68.387789
-6.94595,11,68.412016
0.893135,1,68.416001
-9.800089,14,68.445002
-8.430182,14,68.477012
-8.756648,14,68.565743
-13.699071,14,68.600837
-8.662693,14,68.634446
-12.664187,14,68.668419
-0.452083,3,68.677435
-5.514272,11,68.703468
-8.510229,14,68.735684
-11.578987,14,68.766664
-11.128332,14,68.800761
-7.56179,14,68.833398
-8.807152,14,68.919137
-12.584003,14,68.95411
-11.94623,14,68.988134
-7.808132,10,69.011548
-8.931726,14,69.04455
-6.463443,14,69.076547
0.992815,1,69.080547
-7.450135,14,69.114242
-5.295352,11,69.139232
-9.540224,14,69.172239
-6.902457,14,69.252957
0.049005,2,69.258946
-11.37319,14,69.289953
-2.168441,5,69.301033
-0.779025,5,69.314674
-13.220294,14,69.344699
-2.627199,6,69.359681
-7.890175,14,69.393702
0.330056,2,69.400781
-6.092426,9,69.424263
-7.736185,14,69.506333
-2.665693,7,69.521996
-2.589993,8,69.540998
0.149048,3,69.549
-11.404609,14,69.580031
-2.637777,7,69.599049
-9.855806,14,69.62969
-9.744261,14,69.660681
-0.514777,3,69.668684
-6.214247,10,69.690682
0.685273,2,69.744366
-8.385101,11,69.771381
-1.892291,6,69.785366
-13.01146,14,69.815806
-2.922836,6,69.830822
-5.426808,10,69.853813
-4.758837,10,69.876849
-2.918678,6,69.890806
0.921053,1,69.893813
0.432806,2,69.899868
-0.614457,4,69.951517
-5.333726,11,69.980512
-9.355583,14,70.011558
0.85568,1,70.016681
-12.421537,14,70.045674
-13.244504,14,70.075706
-13.813167,14,70.103761
-0.501799,4,70.112931
-11.57652,14,70.140929
-6.467563,14,70.174926
-2.29143,5,70.240194
-5.053959,9,70.259178
-9.406855,14,70.288162
-7.551932,14,70.317483
0.869725,1,70.321483
-0.095138,3,70.32849
0.950436,1,70.331501
-8.819905,14,70.361483
-7.976156,14,70.39049
-3.453723,8,70.406534
-3.532375,7,70.472817
-1.312704,5,70.484806
-7.570199,14,70.513569
-8.665018,14,70.541558
-8.444523,14,70.570557
-1.904229,7,70.584561
-13.064156,14,70.61483
-1.416742,4,70.623841
0.95379,1,70.627848
-4.25991,10,70.649842
-8.107516,14,70.727512
-9.123168,14,70.755506
0.878587,1,70.758547
-7.406693,14,70.785508
0.982712,1,70.789512
-0.036062,3,70.797517
-9.017187,14,70.830193
-2.25282,8,70.848196
0.018712,2,70.854193
-8.067783,14,70.88723
-12.425411,14,70.959897
0.243643,2,70.9659
-0.073954,3,70.973894
-7.464469,14,71.003954
-10.081177,14,71.035585
-1.285601,5,71.047554
0.285266,2,71.053555
-12.679072,14,71.083567
-10.223396,14,71.114739
-0.007551,2,71.120739
-0.420964,3,71.171744
-2.23314,7,71.190743
0.854888,1,71.194755
-12.145139,14,71.224982
-10.909747,14,71.257014
-11.842792,14,71.289013
-2.706243,5,71.301085
-2.260076,5,71.312117
-9.698778,12,71.341288
-12.08556,14,71.372281
-0.632653,5,71.428263
-8.949885,14,71.462249
0.942537,1,71.46525
0.923825,1,71.469265
-0.464035,4,71.47728
-2.146431,6,71.493251
0.867998,1,71.496251
-6.73415,13,71.527255
-5.750653,10,71.554176
0.876893,1,71.559175
-3.018962,6,71.615921
-5.095391,10,71.643906
-9.796527,14,71.678905
-8.575534,14,71.713991
-11.119529,14,71.750677
-13.371238,14,71.787666
0.964039,1,71.792676
-0.335264,3,71.803797
-1.217391,5,71.819433
-13.480683,14,71.856429
-1.567496,4,71.91925
-11.8585,14,71.955271
-12.17111,14,71.988231
-7.017729,14,72.023102
-9.032718,12,72.053073
-9.706295,14,72.08706
-12.938295,14,72.12101
0.070191,2,72.128937
-8.940138,14,72.160011
-8.229741,14,72.197942
-7.147786,14,72.280613
-7.776878,10,72.30877
-12.728737,14,72.347414
-6.038073,14,72.392523
-5.4924,13,72.422649
-1.490443,6,72.436656
-0.841852,4,72.448657
-3.580894,10,72.476636
-4.407724,10,72.49766
0.906382,1,72.501628
-0.401299,3,72.551409
-0.222094,3,72.560376
0.402122,2,72.567389
-11.060507,14,72.597451
-12.968468,14,72.627126
-0.058511,2,72.632113
-0.937954,5,72.644139
0.822949,1,72.648144
0.130013,3,72.655156
-9.604087,14,72.689112
0.851448,1,72.735828
-7.969445,14,72.773825
-13.314764,14,72.804938
0.561909,2,72.810934
-2.691577,8,72.832696
-6.211475,14,72.863717
-11.048285,14,72.897693
-3.115738,11,72.92255
-13.506155,14,72.954562
-6.226383,11,72.984569
-10.465071,14,73.065218
-0.569871,4,73.074247
-9.374528,14,73.104318
-2.588426,5,73.117318
-4.034433,9,73.138966
-8.380009,14,73.17905
-8.103946,14,73.211058
-3.897047,9,73.239686
-7.12177,9,73.259754
-1.347012,6,73.275687
-10.501202,14,73.347385
-13.849165,14,73.377397
-8.181034,14,73.407445
-1.606161,4,73.416435
-8.103135,14,73.445114
-10.777341,14,73.475103
-6.483108,10,73.496104
-0.25624,3,73.504097
-13.120492,14,73.539986
-6.553883,10,73.560957
-12.115068,14,73.637678
-1.528015,4,73.646692
-0.366621,3,73.654709
-1.010921,3,73.661679
-13.88166,14,73.695694
-7.671167,14,73.728487
-12.355313,14,73.75957
-3.329225,7,73.775545
-0.67678,3,73.784467
-2.526425,7,73.799482
0.886618,1,75.262167
-12.316455,14,75.288254
-7.929168,14,75.31522
-5.645038,10,75.334915
-2.154464,5,75.345915
0.8823,1,75.348915
-6.933315,11,75.369019
-8.679434,14,75.406982
-12.074839,14,75.451961
-11.896866,14,75.476957
-2.983995,9,76.876666
-7.02149,9,76.901667
-3.181765,7,76.919738
-11.561629,14,76.954452
-0.143391,3,76.963454
-0.236349,3,76.971418
-4.920577,8,76.992449
-3.494603,10,77.024586
-0.633486,6,77.039263
-1.473056,7,77.061283
-9.817647,14,78.587262
-10.906345,14,78.620298
-12.695492,14,78.654006
-9.902907,14,78.696022
-9.214443,14,78.725247
0.812598,1,78.730221
-8.748344,14,78.769991
-9.535009,14,78.805069
-1.314921,7,78.821055
-11.828428,14,78.861687
-4.396817,8,80.256685
-8.396568,14,80.289684
-10.020295,14,80.323821
-1.27216,5,80.336405
-2.882097,7,80.35349
-9.19038,14,80.383493
0.903816,1,80.387523
-12.779053,14,80.417509
-8.097549,14,80.452282
-2.956669,6,80.471297
-6.632461,14,81.973998
0.910227,1,81.978008
-3.36057,6,81.993996
-9.045395,14,82.029074
0.815919,1,82.034087
-1.158009,4,82.043796
-8.44505,14,82.073816
-9.373893,14,82.103796
-0.124386,3,82.111795
-0.574878,3,82.118796
-9.044459,14,83.400147
0.974987,1,83.404149
-8.694495,14,83.433222
-10.182217,14,83.466897
-10.257479,14,83.49388
-6.632271,14,83.528884
-9.815785,14,83.55964
-0.257801,3,83.566688
-4.236775,10,83.589734
-0.742091,3,83.596665
-1.215103,4,84.851872
-7.372714,13,84.879834
-4.713508,11,84.90584
0.999619,1,84.90885
-7.455263,14,84.934922
-9.313855,14,84.967334
-10.732842,14,84.995336
-9.351971,14,85.026348
-9.068203,14,85.057146
0.731123,2,85.064144
-1.150987,4,86.325761
-2.215643,5,86.335772
0.902918,1,86.337864
0.98792,1,86.340856
-2.506476,7,86.358611
-2.197571,8,86.375612
0.898243,1,86.378614
0.002899,5,86.391545
-6.778832,12,86.414572
-11.481701,14,86.442607
-3.88902,10,87.779464
-9.499352,14,87.808475
-8.891246,14,87.834467
-3.683703,8,87.853558
-1.384294,4,87.863222
-0.173966,3,87.871217
-0.422714,3,87.878222
-9.332094,14,87.906233
-1.217099,5,87.917221
-10.738502,14,87.948322
-2.045894,5,89.272477
-2.841714,5,89.282479
-2.537649,6,89.294453
-3.435539,9,89.312467
-8.885954,14,89.342486
-9.389843,14,89.368225
-1.590252,4,89.378239
-10.273454,14,89.416217
-6.059976,13,89.442221
-10.002715,14,89.469945
-9.838526,14,90.769423
-10.169756,14,90.796435
-6.993344,14,90.821421
-10.565213,14,90.847476
-11.573279,14,90.872608
-4.454115,9,90.890601
-12.487065,14,90.916596
-1.71635,6,90.92759
-4.5502,8,90.942603
-8.010518,14,90.968887
-1.167395,4,92.073574
-13.514875,14,92.098548
-3.48166,8,92.113562
-3.628718,7,92.127552
0.810209,1,92.130552
-11.708468,14,92.155666
-5.92275,10,92.174717
-11.306167,14,92.200717
-11.77158,14,92.225719
-1.189476,6,92.237726
-10.480245,14,93.374684
-5.268929,9,93.392691
0.882548,1,93.395686
-4.421717,10,93.413689
-3.63613,7,93.42668
0.97526,1,93.429689
-11.290141,14,93.453759
-8.1445,14,93.479337
-10.574415,14,93.503343
-1.204549,6,93.515332
-4.485737,8,94.629501
-13.43482,14,94.655534
-8.085295,14,94.68114
-3.746384,9,94.697142
-7.113849,11,94.71815
-0.179414,3,94.727181
-8.342895,14,94.751146
-12.307397,14,94.776376
-4.328488,9,94.792334
-5.124064,11,94.812338
0.213289,4,95.925073
-11.621859,14,95.949041
-9.205077,14,95.975276
0.892871,1,95.978272
-10.36649,14,96.004265
-4.708116,10,96.02226
0.953463,1,96.027294
-0.805955,6,96.038267
-12.886554,14,96.065315
-8.203319,13,96.088489
-4.31747,9,97.404639
-8.81334,14,97.433641
0.856301,1,97.436638
-9.155515,14,97.463843
-2.442872,5,97.478693
-10.267981,14,97.504709
0.507076,2,97.509697
-11.29113,14,97.53573
0.825481,1,97.538695
-9.72331,14,97.564853
-0.696608,4,98.743084
-9.069679,14,98.769116
-9.344452,14,98.794254
-8.319917,14,98.819228
0.856577,1,98.822223
-9.478937,14,98.849252
-0.092185,2,98.853251
-3.12448,6,98.865274
0.994451,1,98.868276
-0.807934,3,98.874274
-8.398815,14,100.179421
-0.006999,2,100.184407
-4.040209,7,100.198398
-1.701603,4,100.206429
-1.57685,5,100.216422
-5.908848,11,100.236403
0.449684,2,100.241403
-0.96201,4,100.249409
0.953266,1,100.252418
-13.622194,14,100.278669
-13.280515,14,101.404772
0.475902,2,101.40977
-9.084024,14,101.434776
-1.245996,4,101.442769
-1.520984,4,101.450776
-11.461811,14,101.475813
0.931415,1,101.47882
-8.381799,13,101.501419
-9.383124,14,101.526409
-7.93327,14,101.552421
-10.761961,14,102.660889
-1.014691,3,102.666936
-7.961766,14,102.692611
-1.359446,5,102.703577
-6.079787,11,102.724631
-7.448017,14,102.751588
-3.699305,8,102.767693
0.847031,1,102.770675
-3.467127,6,102.781709
0.462834,2,102.786817
0.097275,2,103.894922
-10.308011,14,103.91995
-12.030474,14,103.945938
-10.433648,14,103.970962
-1.620578,4,103.97896
-2.04756,6,103.989571
-8.842179,12,104.011563
-7.56941,12,104.033581
-4.671779,12,104.055598
-3.909716,7,104.068583
0.028013,3,105.170418
-0.328186,3,105.177501
-3.61823,11,105.197151
0.866999,1,105.200125
-2.281908,6,105.211124
0.437828,2,105.216154
-8.334531,13,105.24213
-3.79883,11,105.262129
-5.59541,13,105.287251
-2.73306,6,105.297887
-8.347774,14,106.434482
-3.3627,8,106.45048
-11.064647,14,106.475519
0.167108,3,106.481506
-1.204853,4,106.490896
-0.769085,6,106.501853
-8.983747,14,106.52687
-3.102556,11,106.546857
-13.038309,14,106.571877
-11.844223,14,106.596556
-11.354428,14,107.722257
0.944267,1,107.725248
-5.565627,12,107.747257
0.084324,2,107.752256
-1.21518,6,107.763275
0.833744,1,107.766257
0.939905,1,107.769257
-0.957834,3,107.775247
-0.80211,4,107.784307
-3.770131,9,107.801641
-0.65506,3,108.8935
-6.635209,14,108.919583
-10.87815,14,108.943583
-10.161814,14,108.968586
-7.024076,13,108.992665
-11.797974,14,109.017934
0.893544,1,109.020937
-9.448828,14,109.044932
-2.154062,6,109.056934
-1.317413,4,109.063941
-1.442506,4,110.151234
0.993978,1,110.153242
-1.553563,7,110.166236
-5.21804,9,110.182289
0.918014,1,110.185289
-0.95551,5,110.195282
0.950579,1,110.19794
0.049347,2,110.20294
